Id,Date,ValueNew,ValuePredicted
1,13-02-2017,190.51,
1,14-02-2017,187.74,
1,15-02-2017,185.11,
1,16-02-2017,184.61,
1,17-02-2017,182.9175,
1,18-02-2017,181.225,
1,19-02-2017,179.5325,
1,20-02-2017,177.84,
1,21-02-2017,178.32,
1,22-02-2017,178.79,
1,23-02-2017,178.01,
1,24-02-2017,177.795,
1,25-02-2017,177.58,
1,26-02-2017,177.365,
1,27-02-2017,177.15,
1,28-02-2017,179.14,
1,01-03-2017,179.86,
1,02-03-2017,177.21,
1,03-03-2017,178.875,
1,04-03-2017,180.54,
1,05-03-2017,182.205,
1,06-03-2017,183.87,
1,07-03-2017,182.97,
1,08-03-2017,179.64,
1,09-03-2017,179.11,
1,10-03-2017,182.2175,
1,11-03-2017,185.325,
1,12-03-2017,188.4325,
1,13-03-2017,191.54,
1,14-03-2017,187.62,
1,15-03-2017,185.81,
1,16-03-2017,185.67,
1,17-03-2017,181.0366667,
1,18-03-2017,176.4033333,
1,19-03-2017,171.77,
1,20-03-2017,190.8,
1,21-03-2017,180.34,
1,22-03-2017,181,
1,23-03-2017,179.02,
1,24-03-2017,180,
1,25-03-2017,180.98,
1,26-03-2017,181.96,
1,27-03-2017,182.94,
1,28-03-2017,183.34,
1,29-03-2017,184.89,
1,30-03-2017,184.42,
1,31-03-2017,186.215,
1,01-04-2017,188.01,
1,02-04-2017,189.805,
1,03-04-2017,191.6,
1,04-04-2017,184.84,
1,05-04-2017,183.21,
1,06-04-2017,180.36,
1,07-04-2017,183.6775,
1,08-04-2017,186.995,
1,09-04-2017,190.3125,
1,10-04-2017,193.63,
1,11-04-2017,191.19,
1,12-04-2017,192.56,
1,13-04-2017,189.01,
1,14-04-2017,189.1375,
1,15-04-2017,189.265,
1,16-04-2017,189.3925,
1,17-04-2017,189.52,
1,18-04-2017,187.75,
1,19-04-2017,188.45,
1,20-04-2017,187.67,
1,21-04-2017,189.225,
1,22-04-2017,190.78,
1,23-04-2017,192.335,
1,24-04-2017,193.89,
1,25-04-2017,192.41,
1,26-04-2017,190.44,
1,27-04-2017,183.78,
1,28-04-2017,175.35,
1,29-04-2017,180.8966667,
1,30-04-2017,186.4433333,
1,01-05-2017,191.99,
1,02-05-2017,193.15,
1,03-05-2017,194.39,
1,04-05-2017,185.36,
1,05-05-2017,188.825,
1,06-05-2017,192.29,
1,07-05-2017,195.755,
1,08-05-2017,199.22,
1,09-05-2017,195.96,
1,10-05-2017,193.34,
1,11-05-2017,188.89,
1,12-05-2017,190.31,
1,13-05-2017,191.73,
1,14-05-2017,193.15,
1,15-05-2017,194.57,
1,16-05-2017,192.39,
1,17-05-2017,191.99,
1,18-05-2017,190.2,
1,19-05-2017,192.44,
1,20-05-2017,195.53,
1,21-05-2017,193.75,
1,22-05-2017,195.99,
1,23-05-2017,193.26,
1,24-05-2017,191.72,
1,25-05-2017,191.6,
1,26-05-2017,192.7875,
1,27-05-2017,193.975,
1,28-05-2017,195.1625,
1,29-05-2017,196.35,
1,30-05-2017,196.04,
1,31-05-2017,191.49,
1,01-06-2017,190.18,
1,02-06-2017,190.55,
1,03-06-2017,190.92,
1,04-06-2017,191.29,
1,05-06-2017,191.66,
1,06-06-2017,194.08,
1,07-06-2017,198.52,
1,08-06-2017,190.2,
1,09-06-2017,191.4375,
1,10-06-2017,192.675,
1,11-06-2017,193.9125,
1,12-06-2017,195.15,
1,13-06-2017,192,
1,14-06-2017,192.14,
1,15-06-2017,190.81,
1,16-06-2017,191.765,
1,17-06-2017,192.72,
1,18-06-2017,193.675,
1,19-06-2017,194.63,
1,20-06-2017,192.6,
1,21-06-2017,192.49,
1,22-06-2017,186.24,
1,23-06-2017,188.12,
1,24-06-2017,190,
1,25-06-2017,191.88,
1,26-06-2017,193.76,
1,27-06-2017,195.64,
1,28-06-2017,197.52,
1,29-06-2017,199.4,
1,30-06-2017,197.32,
1,01-07-2017,196.04,
1,02-07-2017,196.14,
1,03-07-2017,189.71,
1,04-07-2017,195.02,
1,05-07-2017,200.33,
1,06-07-2017,205.64,
1,07-07-2017,201.33,
1,08-07-2017,201.92,
1,09-07-2017,200.82,
1,10-07-2017,197.08,
1,11-07-2017,198.3166667,
1,12-07-2017,199.5533333,
1,13-07-2017,200.79,
1,14-07-2017,197.09,
1,15-07-2017,198.63,
1,16-07-2017,200.52,
1,17-07-2017,197.14,
1,18-07-2017,199.2866667,
1,19-07-2017,201.4333333,
1,20-07-2017,203.58,
1,21-07-2017,199.88,
1,22-07-2017,199.13,
1,23-07-2017,198.94,
1,24-07-2017,193.47,
1,25-07-2017,195.81,
1,26-07-2017,198.15,
1,27-07-2017,200.49,
1,28-07-2017,199.37,
1,29-07-2017,198.89,
1,30-07-2017,196.08,
1,31-07-2017,193.31,
1,01-08-2017,197.2433333,
1,02-08-2017,201.1766667,
1,03-08-2017,205.11,
1,04-08-2017,199.43,
1,05-08-2017,197.49,
1,06-08-2017,198.57,
1,07-08-2017,197.27,
1,08-08-2017,198.52,
1,09-08-2017,199.77,
1,10-08-2017,201.02,
1,11-08-2017,199.68,
1,12-08-2017,200.18,
1,13-08-2017,198.12,
1,14-08-2017,193.26,
1,15-08-2017,195.2333333,
1,16-08-2017,197.2066667,
1,17-08-2017,199.18,
1,18-08-2017,197.8,
1,19-08-2017,196.84,
1,20-08-2017,201.49,
1,21-08-2017,205.09,
1,22-08-2017,202.3633333,
1,23-08-2017,199.6366667,
1,24-08-2017,196.91,
1,25-08-2017,195.58,
1,26-08-2017,196.25,
1,27-08-2017,197.18,
1,28-08-2017,193.07,
1,29-08-2017,196.005,
1,30-08-2017,198.94,
1,31-08-2017,194.08,
1,01-09-2017,194.17,
1,02-09-2017,196.26,
1,03-09-2017,195.13,
1,04-09-2017,189.71,
1,05-09-2017,192.6733333,
1,06-09-2017,195.6366667,
1,07-09-2017,198.6,
1,08-09-2017,197.11,
1,09-09-2017,197.3,
1,10-09-2017,194.03,
1,11-09-2017,192.16,
1,12-09-2017,194.76,
1,13-09-2017,197.36,
1,14-09-2017,199.96,
1,15-09-2017,202.94,
1,16-09-2017,195.37,
1,17-09-2017,193.84,
1,18-09-2017,191.11,
1,19-09-2017,193.835,
1,20-09-2017,196.56,
1,21-09-2017,195.01,
1,22-09-2017,195.46,
1,23-09-2017,197.21,
1,24-09-2017,196.03,
1,25-09-2017,190.82,
1,26-09-2017,193.3733333,
1,27-09-2017,195.9266667,
1,28-09-2017,198.48,
1,29-09-2017,193.95,
1,30-09-2017,194.27,
1,01-10-2017,196.61,
1,02-10-2017,193.9,
1,03-10-2017,194.25,
1,04-10-2017,194.6,
1,05-10-2017,194.95,
1,06-10-2017,192.02,
1,07-10-2017,191.66,
1,08-10-2017,192.6,
1,09-10-2017,188.05,
1,10-10-2017,189.7966667,
1,11-10-2017,191.5433333,
1,12-10-2017,193.29,
1,13-10-2017,191.13,
1,14-10-2017,189.07,
1,15-10-2017,191.08,
1,16-10-2017,193.02,
1,17-10-2017,191.96,
1,18-10-2017,190.9,
1,19-10-2017,189.84,
1,20-10-2017,190.79,
1,21-10-2017,188.4,
1,22-10-2017,187.29,
1,23-10-2017,182.82,
1,24-10-2017,185.6633333,
1,25-10-2017,188.5066667,
1,26-10-2017,191.35,
1,27-10-2017,188.71,
1,28-10-2017,189.25,
1,29-10-2017,188.6,
1,30-10-2017,183.22,
1,31-10-2017,183.9114286,
1,01-11-2017,184.6028571,
1,02-11-2017,185.2942857,
1,03-11-2017,185.9857143,
1,04-11-2017,186.6771429,
1,05-11-2017,187.3685714,
1,06-11-2017,188.06,
1,07-11-2017,186.29,
1,08-11-2017,186.56,
1,09-11-2017,183.78,
1,10-11-2017,184.595,
1,11-11-2017,185.41,
1,12-11-2017,186.225,
1,13-11-2017,187.04,
1,14-11-2017,185.63,
1,15-11-2017,184.32,
1,16-11-2017,180.97,
1,17-11-2017,182.54,
1,18-11-2017,184.11,
1,19-11-2017,185.68,
1,20-11-2017,187.25,
1,21-11-2017,182.8,
1,22-11-2017,182.97,
1,23-11-2017,179.02,
1,24-11-2017,180.055,
1,25-11-2017,181.09,
1,26-11-2017,182.125,
1,27-11-2017,183.16,
1,28-11-2017,181.32,
1,29-11-2017,184.18,
1,30-11-2017,181.69,
1,01-12-2017,182.19,
1,02-12-2017,182.94,
1,03-12-2017,183.66,
1,04-12-2017,178.87,
1,05-12-2017,179.3028571,
1,06-12-2017,179.7357143,
1,07-12-2017,180.1685714,
1,08-12-2017,180.6014286,
1,09-12-2017,181.0342857,
1,10-12-2017,181.4671429,
1,11-12-2017,181.9,
1,12-12-2017,179.97,
1,13-12-2017,179.08,
1,14-12-2017,175.07,
1,15-12-2017,177.6325,
1,16-12-2017,180.195,
1,17-12-2017,182.7575,
1,18-12-2017,185.32,
1,19-12-2017,182.87,
1,20-12-2017,186.74,
1,21-12-2017,185.47,
1,22-12-2017,184.9385714,
1,23-12-2017,184.4071429,
1,24-12-2017,183.8757143,
1,25-12-2017,183.3442857,
1,26-12-2017,182.8128571,
1,27-12-2017,182.2814286,
1,28-12-2017,181.75,
1,29-12-2017,179.07,
1,30-12-2017,177,
1,31-12-2017,175.53,
1,01-01-2018,174.66,
1,02-01-2018,176.52,
1,03-01-2018,177.28,
1,04-01-2018,177.76,
1,05-01-2018,177.6325,
1,06-01-2018,177.505,
1,07-01-2018,177.3775,
1,08-01-2018,177.25,
1,09-01-2018,175.53,
1,10-01-2018,176.8,
1,11-01-2018,171.62,
1,12-01-2018,173.1,
1,13-01-2018,174.58,
1,14-01-2018,176.06,
1,15-01-2018,177.54,
1,16-01-2018,174.2,
1,17-01-2018,178.03,
1,18-01-2018,172.24,
1,19-01-2018,173.925,
1,20-01-2018,175.61,
1,21-01-2018,177.295,
1,22-01-2018,178.98,
1,23-01-2018,175.7,
1,24-01-2018,174.55,
1,25-01-2018,169.13,
1,26-01-2018,174.215,
1,27-01-2018,179.3,
1,28-01-2018,177.27,
1,29-01-2018,175.92,
1,30-01-2018,176.6433333,
1,31-01-2018,177.3666667,
1,01-02-2018,178.09,
1,02-02-2018,178.43,
1,03-02-2018,177.61,
1,04-02-2018,175.82,
1,05-02-2018,171.32,
1,06-02-2018,173.59,
1,07-02-2018,175.86,
1,08-02-2018,178.13,
1,09-02-2018,174.76,
1,10-02-2018,173.84,
1,11-02-2018,176.78,
1,12-02-2018,174.08,
1,13-02-2018,178.95,
1,14-02-2018,183.82,
1,15-02-2018,188.69,
1,16-02-2018,182.88,
1,17-02-2018,184.03,
1,18-02-2018,185.67,
1,19-02-2018,180.57,
1,20-02-2018,180.9966667,
1,21-02-2018,181.4233333,
1,22-02-2018,181.85,
1,23-02-2018,184.25,
1,24-02-2018,186.86,
1,25-02-2018,183.14,
1,26-02-2018,178.19,
1,27-02-2018,181.34,
1,28-02-2018,184.49,
1,01-03-2018,187.64,
1,02-03-2018,184.24,
1,03-03-2018,182.02,
1,04-03-2018,177.83,
1,05-03-2018,173.64,
1,06-03-2018,177.8833333,
1,07-03-2018,182.1266667,
1,08-03-2018,186.37,
1,09-03-2018,182.83,
1,10-03-2018,184.76,
1,11-03-2018,186.57,
1,12-03-2018,183.92,
1,13-03-2018,183.3066667,
1,14-03-2018,182.6933333,
1,15-03-2018,182.08,
1,16-03-2018,180.49,
1,17-03-2018,182.04,
1,18-03-2018,181.81,
1,19-03-2018,180.55,
1,20-03-2018,181.2666667,
1,21-03-2018,181.9833333,
1,22-03-2018,182.7,
1,23-03-2018,180.19,
1,24-03-2018,182.5,
1,25-03-2018,185,
1,26-03-2018,179.01,
1,27-03-2018,179.87,
1,28-03-2018,180.73,
1,29-03-2018,181.59,
1,30-03-2018,182.45,
1,31-03-2018,183.31,
1,01-04-2018,184.17,
1,02-04-2018,185.03,
1,03-04-2018,182.84,
1,04-04-2018,184.62,
1,05-04-2018,182.44,
1,06-04-2018,183.6375,
1,07-04-2018,184.835,
1,08-04-2018,186.0325,
1,09-04-2018,187.23,
1,10-04-2018,184.67,
1,11-04-2018,185.3,
1,12-04-2018,184.79,
1,13-04-2018,185.89,
1,14-04-2018,186.99,
1,15-04-2018,188.09,
1,16-04-2018,189.19,
1,17-04-2018,189.39,
1,18-04-2018,185.08,
1,19-04-2018,182.5,
1,20-04-2018,181.33,
1,21-04-2018,183.13,
1,22-04-2018,188.29,
1,23-04-2018,184.33,
1,24-04-2018,186.0333333,
1,25-04-2018,187.7366667,
1,26-04-2018,189.44,
1,27-04-2018,187.6,
1,28-04-2018,191.27,
1,29-04-2018,191.63,
1,30-04-2018,187.05,
1,01-05-2018,188.7866667,
1,02-05-2018,190.5233333,
1,03-05-2018,192.26,
1,04-05-2018,189.18,
1,05-05-2018,187.19,
1,06-05-2018,186.91,
1,07-05-2018,185.11,
1,08-05-2018,187.9066667,
1,09-05-2018,190.7033333,
1,10-05-2018,193.5,
1,11-05-2018,189.57,
1,12-05-2018,191.73,
1,13-05-2018,194.79,
1,14-05-2018,186.56,
1,15-05-2018,187.7571429,
1,16-05-2018,188.9542857,
1,17-05-2018,190.1514286,
1,18-05-2018,191.3485714,
1,19-05-2018,192.5457143,
1,20-05-2018,193.7428571,
1,21-05-2018,194.94,
1,22-05-2018,192.3,
1,23-05-2018,190.66,
1,24-05-2018,186.86,
1,25-05-2018,188.9575,
1,26-05-2018,191.055,
1,27-05-2018,193.1525,
1,28-05-2018,195.25,
1,29-05-2018,195.26,
1,30-05-2018,195.07,
1,31-05-2018,186.97,
1,01-06-2018,191.15,
1,02-06-2018,195.33,
1,03-06-2018,189.65,
1,04-06-2018,198.41,
1,05-06-2018,190.26,
1,06-06-2018,193.965,
1,07-06-2018,197.67,
1,08-06-2018,191.03,
1,09-06-2018,191.36,
1,10-06-2018,193.28,
1,11-06-2018,186.77,
1,12-06-2018,190.27,
1,13-06-2018,193.77,
1,14-06-2018,189.47,
1,15-06-2018,189.36,
1,16-06-2018,189.66,
1,17-06-2018,189.21,
1,18-06-2018,184.54,
1,19-06-2018,187.66,
1,20-06-2018,190.78,
1,21-06-2018,193.9,
1,22-06-2018,189.96,
1,23-06-2018,189.43,
1,24-06-2018,189.52,
1,25-06-2018,185.02,
1,26-06-2018,188.3466667,
1,27-06-2018,191.6733333,
1,28-06-2018,195,
1,29-06-2018,192.76,
1,30-06-2018,194.28,
1,01-07-2018,196.47,
1,02-07-2018,192.5,
1,03-07-2018,194.48,
1,04-07-2018,196.46,
1,05-07-2018,198.44,
1,06-07-2018,197.1,
1,07-07-2018,196.69,
1,08-07-2018,196.06,
1,09-07-2018,188.76,
1,10-07-2018,193.9066667,
1,11-07-2018,199.0533333,
1,12-07-2018,204.2,
1,13-07-2018,193.35,
1,14-07-2018,192.93,
1,15-07-2018,191.33,
1,16-07-2018,191.56,
1,17-07-2018,191.76,
1,18-07-2018,190.11,
1,19-07-2018,187.73,
1,20-07-2018,190.134,
1,21-07-2018,192.538,
1,22-07-2018,194.942,
1,23-07-2018,197.346,
1,24-07-2018,199.75,
1,25-07-2018,197.3,
1,26-07-2018,192.81,
1,27-07-2018,193.2725,
1,28-07-2018,193.735,
1,29-07-2018,194.1975,
1,30-07-2018,194.66,
1,31-07-2018,191.97,
1,01-08-2018,189.84,
1,02-08-2018,188.23,
1,03-08-2018,189.435,
1,04-08-2018,190.64,
1,05-08-2018,191.845,
1,06-08-2018,193.05,
1,07-08-2018,192.31,
1,08-08-2018,194.61,
1,09-08-2018,193.59,
1,10-08-2018,193.1375,
1,11-08-2018,192.685,
1,12-08-2018,192.2325,
1,13-08-2018,191.78,
1,14-08-2018,190.37,
1,15-08-2018,190.37,
1,16-08-2018,191.07,
1,17-08-2018,190.6966667,
1,18-08-2018,190.3233333,
1,19-08-2018,189.95,
1,20-08-2018,191.7,
1,21-08-2018,190.53,
1,22-08-2018,191.54,
1,23-08-2018,192.89,
1,24-08-2018,193.065,
1,25-08-2018,193.24,
1,26-08-2018,193.415,
1,27-08-2018,193.59,
1,28-08-2018,191.84,
1,29-08-2018,192.46,
1,30-08-2018,184.81,
1,31-08-2018,186.5485714,
1,01-09-2018,188.2871429,
1,02-09-2018,190.0257143,
1,03-09-2018,191.7642857,
1,04-09-2018,193.5028571,
1,05-09-2018,195.2414286,
1,06-09-2018,196.98,
1,07-09-2018,191.69,
1,08-09-2018,194.55,
1,09-09-2018,195.66,
1,10-09-2018,191.82,
1,11-09-2018,197.31,
1,12-09-2018,197.006,
1,13-09-2018,196.702,
1,14-09-2018,196.398,
1,15-09-2018,196.094,
1,16-09-2018,195.79,
1,17-09-2018,192.51,
1,18-09-2018,192.48,
1,19-09-2018,192.71,
1,20-09-2018,189.67,
1,21-09-2018,190.04,
1,22-09-2018,190.41,
1,23-09-2018,190.78,
1,24-09-2018,191.15,
1,25-09-2018,191.52,
1,26-09-2018,187.36,
1,27-09-2018,180.27,
1,28-09-2018,182.5375,
1,29-09-2018,184.805,
1,30-09-2018,187.0725,
1,01-10-2018,189.34,
1,02-10-2018,189.38,
1,03-10-2018,188.42,
1,04-10-2018,179.25,
1,05-10-2018,181.37,
1,06-10-2018,183.49,
1,07-10-2018,185.61,
1,08-10-2018,187.73,
1,09-10-2018,186.54,
1,10-10-2018,189.59,
1,11-10-2018,186.44,
1,12-10-2018,186.3525,
1,13-10-2018,186.265,
1,14-10-2018,186.1775,
1,15-10-2018,186.09,
1,16-10-2018,184.59,
1,17-10-2018,184.52,
1,18-10-2018,185.47,
1,19-10-2018,185.915,
1,20-10-2018,186.36,
1,21-10-2018,186.805,
1,22-10-2018,187.25,
1,23-10-2018,184.61,
1,24-10-2018,184.7,
1,25-10-2018,181.67,
1,26-10-2018,182.7275,
1,27-10-2018,183.785,
1,28-10-2018,184.8425,
1,29-10-2018,185.9,
1,30-10-2018,184.58,
1,31-10-2018,182.43,
1,01-11-2018,177.41,
1,02-11-2018,181.19,
1,03-11-2018,184.97,
1,04-11-2018,188.75,
1,05-11-2018,192.53,
1,06-11-2018,189.87,
1,07-11-2018,183.21,
1,08-11-2018,184.08,
1,09-11-2018,181.55,
1,10-11-2018,181.95,
1,11-11-2018,182.89,
1,12-11-2018,180.72,
1,13-11-2018,182.8433333,
1,14-11-2018,184.9666667,
1,15-11-2018,187.09,
1,16-11-2018,183.63,
1,17-11-2018,183.28,
1,18-11-2018,182.27,
1,19-11-2018,180.07,
1,20-11-2018,180.18,
1,21-11-2018,180.29,
1,22-11-2018,180.4,
1,23-11-2018,177.97,
1,24-11-2018,180.07,
1,25-11-2018,183.42,
1,26-11-2018,176.68,
1,27-11-2018,177.2266667,
1,28-11-2018,177.7733333,
1,29-11-2018,178.32,
1,30-11-2018,177.6,
1,01-12-2018,178.58,
1,02-12-2018,177.6,
1,03-12-2018,177.28,
1,04-12-2018,174.28,
1,05-12-2018,177.545,
1,06-12-2018,180.81,
1,07-12-2018,178.46,
1,08-12-2018,180.06,
1,09-12-2018,178.28,
1,10-12-2018,176.15,
1,11-12-2018,176.6528571,
1,12-12-2018,177.1557143,
1,13-12-2018,177.6585714,
1,14-12-2018,178.1614286,
1,15-12-2018,178.6642857,
1,16-12-2018,179.1671429,
1,17-12-2018,179.67,
1,18-12-2018,175.87,
1,19-12-2018,174.77,
1,20-12-2018,173.48,
1,21-12-2018,174.0075,
1,22-12-2018,174.535,
1,23-12-2018,175.0625,
1,24-12-2018,175.59,
1,25-12-2018,173.75,
1,26-12-2018,173.83,
1,27-12-2018,167.85,
1,28-12-2018,170.7425,
1,29-12-2018,173.635,
1,30-12-2018,176.5275,
1,31-12-2018,179.42,
1,01-01-2019,175.23,
1,02-01-2019,176.39,
1,03-01-2019,170.86,
1,04-01-2019,171.7585714,
1,05-01-2019,172.6571429,
1,06-01-2019,173.5557143,
1,07-01-2019,174.4542857,
1,08-01-2019,175.3528571,
1,09-01-2019,176.2514286,
1,10-01-2019,177.15,
1,11-01-2019,174.85,
1,12-01-2019,175.57,
1,13-01-2019,174.15,
1,14-01-2019,172.79,
1,15-01-2019,175.34,
1,16-01-2019,177.89,
1,17-01-2019,180.44,
1,18-01-2019,174.48,
1,19-01-2019,173.17,
1,20-01-2019,171.98,
1,21-01-2019,173.09,
1,22-01-2019,173.05,
1,23-01-2019,173.01,
1,24-01-2019,172.97,
1,25-01-2019,174.4,
1,26-01-2019,175.63,
1,27-01-2019,177.3,
1,28-01-2019,172.13,
1,29-01-2019,174.0066667,
1,30-01-2019,175.8833333,
1,31-01-2019,177.76,
1,01-02-2019,174.45,
1,02-02-2019,175.49,
1,03-02-2019,175.02,
1,04-02-2019,172.71,
1,05-02-2019,173.41,
1,06-02-2019,174.11,
1,07-02-2019,174.81,
1,08-02-2019,171.18,
1,09-02-2019,174.1,
1,10-02-2019,175.34,
1,11-02-2019,174.71,
1,12-02-2019,174.8766667,
1,13-02-2019,175.0433333,
1,14-02-2019,175.21,
1,15-02-2019,174.34,
1,16-02-2019,178.46,
1,17-02-2019,175.31,
1,18-02-2019,171.76,
1,19-02-2019,172.5666667,
1,20-02-2019,173.3733333,
1,21-02-2019,174.18,
1,22-02-2019,171.83,
1,23-02-2019,173.9,
1,24-02-2019,177.39,
1,25-02-2019,173.21,
1,26-02-2019,175.9233333,
1,27-02-2019,178.6366667,
1,28-02-2019,181.35,
1,01-03-2019,178.36,176.1563301
1,02-03-2019,169.42,173.1519127
1,03-03-2019,169.4,173.1950264
1,04-03-2019,169.92,172.1819924
1,05-03-2019,171.88,171.1258349
1,06-03-2019,173.84,174.2775021
1,07-03-2019,175.8,176.1422535
1,08-03-2019,172.65,176.78412
1,09-03-2019,171.05,174.9376318
1,10-03-2019,172.08,177.6316013
1,11-03-2019,165.72,180.2571301
1,12-03-2019,170.07,180.6465475
1,13-03-2019,174.42,182.037641
1,14-03-2019,178.77,179.9126708
1,15-03-2019,175.54,178.8406553
1,16-03-2019,178.73,178.1135203
1,17-03-2019,179.99,176.7087016
1,18-03-2019,175.37,174.3986507
1,19-03-2019,176.29,171.5709457
1,20-03-2019,177.21,181.554708
1,21-03-2019,178.13,176.7922619
1,22-03-2019,178.61,177.593286
1,23-03-2019,180.93,175.45411
1,24-03-2019,183.36,177.2009893
1,25-03-2019,178.1,179.0408791
1,26-03-2019,176.9733333,176.6299327
1,27-03-2019,175.8466667,177.6327892
1,28-03-2019,174.72,178.3514418
1,29-03-2019,177.46,179.6550504
1,30-03-2019,177.92,179.9459365
1,31-03-2019,183.65,181.357031
1,01-04-2019,181.08,182.7626059
1,02-04-2019,184.4533333,184.1655509
1,03-04-2019,187.8266667,184.0371172
1,04-04-2019,191.2,181.6154787
1,05-04-2019,185.84,179.7894895
1,06-04-2019,186.54,179.0375368
1,07-04-2019,187.69,181.3602258
1,08-04-2019,184.14,183.6774215
1,09-04-2019,183.5333333,185.9909948
1,10-04-2019,182.9266667,186.4192957
1,11-04-2019,182.32,185.5602241
1,12-04-2019,181.48,186.0411023
1,13-04-2019,179.33,184.8678107
1,14-04-2019,179.32,185.52882
1,15-04-2019,174.27,186.1855866
1,16-04-2019,178.87,186.843752
1,17-04-2019,183.47,187.0552188
1,18-04-2019,188.07,184.0602291
1,19-04-2019,186.11,183.1611939
1,20-04-2019,186.95,182.2238604
1,21-04-2019,186.72,183.9385353
1,22-04-2019,189.11,187.3281942
1,23-04-2019,181.64,186.1546392
1,24-04-2019,179.59,187.8092069
1,25-04-2019,177.54,187.9490538
1,26-04-2019,177.63,187.8509966
1,27-04-2019,180.01,183.6378102
1,28-04-2019,180.85,181.2886888
1,29-04-2019,177.73,184.2713596
1,30-04-2019,179.9428571,184.7808947
1,01-05-2019,182.1557143,188.4424392
1,02-05-2019,184.3685714,189.9138132
1,03-05-2019,186.5814286,191.432313
1,04-05-2019,188.7942857,185.4025804
1,05-05-2019,191.0071429,186.1604777
1,06-05-2019,193.22,187.7685321
1,07-05-2019,187.5,188.6117702
1,08-05-2019,188.78,191.7573723
1,09-05-2019,181.42,191.5466367
1,10-05-2019,183.4275,191.6545662
1,11-05-2019,185.435,187.4833288
1,12-05-2019,187.4425,189.29219
1,13-05-2019,189.45,191.5504302
1,14-05-2019,187.67,188.1673291
1,15-05-2019,189.6,189.4955954
1,16-05-2019,184.73,189.0186273
1,17-05-2019,184.6825,189.4265789
1,18-05-2019,184.635,189.1393203
1,19-05-2019,184.5875,190.8693464
1,20-05-2019,184.54,193.0275761
1,21-05-2019,186.5633333,192.755654
1,22-05-2019,188.5866667,192.5768577
1,23-05-2019,190.61,190.4065252
1,24-05-2019,188.21,187.7509976
1,25-05-2019,188.99,188.7518725
1,26-05-2019,189.81,190.4047847
1,27-05-2019,191.6,192.0542826
1,28-05-2019,187.8,193.7141987
1,29-05-2019,192.55,194.3308113
1,30-05-2019,197.3,194.0951916
1,31-05-2019,191.47,187.787537
1,01-06-2019,191.43,189.2372628
1,02-06-2019,191.19,191.5261444
1,03-06-2019,189.05,188.8872173
1,04-06-2019,192.45,193.469544
1,05-06-2019,194.16,189.5942551
1,06-06-2019,193.78,192.66743
1,07-06-2019,193.57,196.7465755
1,08-06-2019,194.38,189.2768898
1,09-06-2019,191.9,190.0692181
